Statement,Label,Subject,Speaker
"For anybody whos trying to cross the street and has seen those signs that say you have to stop when pedestrians are in the crosswalk, that was a bill that I passed.",TRUE,"florida,states",rick-kriseman
Polls show that 96 percent of New Jerseyans and 95 percent of gun households in the state support expanding background checks to keep guns away from those who shouldnt have them.,TRUE,guns,mark-kelly
"One thousand people a day are moving to Texas, which means there will be 15 million more people over the next 25 years.",TRUE,"corrections-and-updates,population,transportation",texas-future
No other country has a constitutional right like the Second Amendment.,TRUE,"guns,legal-issues",marco-rubio
We have not taken away any rights that have currently existed in any city in North Carolina with the passage of HB2.,FALSE,"city-government,civil-rights,county-government,gays-and-lesbians,sexuality",pat-mccrory
John Boozman is excited about putting a 23 percent national sales tax on everything you buy.,TRUE,"message-machine,taxes",blanche-lincoln
"Since June 2009, about 48 percent of all the jobs created in America were in Texas.",TRUE,"economy,jobs",rick-perry
Says Ron Wyden spent $2 million to study exotic ants.,FALSE,"message-machine,science,stimulus",jim-huffman
"Its just been announced that the residents of Florida are going to experience a massive, double-digit premium hike.",TRUE,"florida,health-care,market-regulation",donald-trump
"For a young man or woman who is entering the ninth grade in Newark this year, they have a 29 percent graduation rate.",FALSE,education,chris-christie
Van Jones signed a petition indicating he thinks the Bush administration blew up the World Trade Center and covered it up.,TRUE,"pundits,terrorism",glenn-beck
"The federal government owns 30 percent of the land in the 50 states, or about 650 million acres.",TRUE,"federal-budget,taxes",jd-van-brink
Says Bernie Sanders was against the auto bailout and voted against the money that ended up saving the auto industry.,TRUE,"congress,financial-regulation,voting-record",hillary-clinton
"Because the EPA closed a lead smelter in Missouri, all lead for bullets will have to come from overseas!",FALSE,"environment,guns",chain-email
"Ken Hodges badly botched this investigation and, as a result, justice wasnt done in this case.",FALSE,"job-accomplishments,message-machine",rob-teilhet
"Donald Trump and Hillary Clinton and Bernie Sanders have the identical position on health care, which is they want to put the government in charge of you and your doctor.",FALSE,health-care,ted-cruz
The minimum wage is lower right now than it was when Ronald Reagan took office.,TRUE,"economy,history,workers",barack-obama
"In our community college system (state) cuts have reduced funding per student by $1,908.",TRUE,"education,state-budget",terry-mcauliffe
The Atlanta Braves are the oldest continuously operating professional sports franchise in America.,TRUE,job-accomplishments,atlanta-braves
"After they bought GST Steel, Mitt Romney and his partners loaded it with debt, closed the Kansas City plant and walked away with a healthy profit, leaving hundreds of employees out of work with their pensions in jeopardy.",TRUE,"candidates-biography,message-machine-2012",barack-obama
"You have 200,000 to 400,000 military veterans on the street in this country on any given day.",FALSE,"housing,veterans",rhue-reis
The New York Times writes this long story about Donald Trumps tax returns but didnt point out there was no wrongdoing until paragraph 18.,FALSE,"candidates-biography,taxes",rudy-giuliani
"In renewable and advanced energy manufacturing projects, Ohio now ranks first among the 50 states.",TRUE,"energy,environment,science",ted-strickland
SaysJeb Bush significantly cut early voting prior to the 2008 presidential election.,TRUE,elections,arthenia-joyner
The academic achievements of our student-athletes are mentioned in the same breath and spirit as Notre Dame and Stanford.,FALSE,education,donna-shalala
Because of Barack Obama 32 million new people will have healthcare.,TRUE,"health-care,message-machine-2012",barack-obama
"Right now, we only keep 50 percent of Georgia Techs graduates.",TRUE,"economy,education,jobs",kasim-reed
Most funding for tuberculosis research (is) provided by the U.S. National Institutes for Health.,TRUE,"federal-budget,foreign-policy,public-health",marcus-low
"An amazing 5,400 jobs were lost in the first 12 months of the (smoking) bans implementation in Ohios hospitality industry alone.",FALSE,public-health,chris-mccalla
"Says Mexico doesnt have birthright citizenship, and Americans are the only ones to have it.",FALSE,immigration,donald-trump
After Massachusetts passed a mandatory health insurance law their mortality rate went down...it saved lives.,TRUE,"health-care,medicaid",dave-marsden
"The Orange County, Florida, school board voted to make it impossible for a student to receive a grade below 50.",TRUE,education,jeb-bush
Richmond is the most vegan-friendly city.,FALSE,"pop-culture,recreation",dwight-jones
"In 2012, Connie Mack missed 178 votes, one of the worst voting records in Congress.",TRUE,"candidates-biography,debates,voting-record",bill-nelson
"Senator Obama's relatives and friends say he has been talking about running for president for at least the last 15 years, a campaign spokesman said.",TRUE,candidates-biography,hillary-clinton
President Obama has never received a paycheck from a profitmaking business in his entire life.,FALSE,"candidates-biography,pundits",joe-scarborough
Wendy Davis opposes any limits on abortion.,FALSE,abortion,texas-right-life
"Thats legal: If you find out about somebody elses salary even if youre doing exactly the same job, you can be retaliated against, including being fired, in most places.",FALSE,"government-regulation,income,jobs,market-regulation,small-business,unions,women,workers",hillary-clinton
The United States has experienced 40 straight months of unemployment at 8 percent or higher.,TRUE,"economy,jobs",diane-black
The president released all of the oil from the Strategic Oil Reserve.,FALSE,energy,michele-bachmann
91% of suspected terrorists who attempted to buy guns in America walked away with the weapon they wanted.,TRUE,"guns,homeland-security",patrick-murphy
"If President Obama signs the Copenhagen climate change treaty, he ""will sign your freedom, your democracy, and your prosperity away forever and neither you nor any subsequent government you may elect would have any power whatsoever to take it back again.""",FALSE,"environment,foreign-policy,legal-issues",christopher-monckton
"If Congress fails to act, the Obama administration intends to give away control of the internet to an international body akin to the United Nations.",FALSE,"foreign-policy,government-regulation,technology",ted-cruz
Labor union president Andy Stern is the most frequent visitor at the White House.,FALSE,"ethics,pundits",glenn-beck
The U.S. has over $62 trillion in unfunded liabilities.,FALSE,"deficit,economy,federal-budget",frank-wolf
We now do have evidence that Donald Trump is being used as a recruiting tool for terrorists.,TRUE,"history,terrorism",hillary-clinton
... study after study has shown that the death penalty deters murders.,TRUE,crime,fred-thompson
Nationwide tuition at public universities is up almost 300 percent ... in the last 20 years.,TRUE,education,joe-biden
An attack on a healthy 22-year-old homosexual man would be more protected under the law than an attack on an eight-year-old child.,TRUE,gays-and-lesbians,liberty-institute
On a cap-and-trade plan.,FALSE,"cap-and-trade,climate-change,environment",tim-pawlenty
"During Lyndon B. Johnsons first 20 years in Congress, he opposed every civil rights measure that came up for a vote.",TRUE,"civil-rights,history",barack-obama
"Two years ago, the longest serving leader of the California republic, Jerry Brown, boldly declared in China that California is a separate nation.",FALSE,elections,louis-marinelli
"By voting for Obamacare, Sen. Kay Hagan voted to kill the equivalent of 2.5 million jobs.",FALSE,"economy,health-care,workers",thom-tillis
"The Keystone oil pipeline would employ 20,000 people in the United States.",FALSE,"climate-change,energy,jobs",johnny-isakson
How is a misogynist bigot of epic proportions (like U.S. Rep. Steven Smith) allowed to serve?,FALSE,"congress,states",reader-email
"Barack Obama, right now, No. 1, over seven years has dramatically degraded our military.",FALSE,"federal-budget,military",ted-cruz
"Says the Club for Growth tries to defeat Republicans, and that its president called Nancy Pelosi the person I respect the most in Washington.",FALSE,"campaign-finance,congress,elections,campaign-advertising",defending-main-street
